id,time
s75PC9Mxxb8,2020-09-19 22:49:18 UTC
6TM45vNI4Qc,2020-09-19 20:55:22 UTC
fjH9_6Ibai4,2020-09-19 20:44:30 UTC
_drmu_2Ump4,2020-09-19 20:30:18 UTC
xb_rgQ4IDS8,2020-09-19 20:19:48 UTC
jTXN9iTKHc8,2020-09-19 19:19:13 UTC
uV-qa9M-o4E,2020-09-19 19:19:10 UTC
le71yVPh4uk,2020-09-19 18:44:08 UTC
veHqJSC-9Lo,2020-09-18 21:49:07 UTC
5rV9RDS1AzM,2020-09-18 21:37:46 UTC
CzShsG8JLBY,2020-09-18 21:26:18 UTC
YLUE-m2B5xA,2020-09-17 22:53:53 UTC
fBfK5CkORFQ,2020-09-17 18:45:22 UTC
quwq1Wfczy0,2020-09-17 18:37:56 UTC
X4Ia_Wnknas,2020-09-17 13:29:41 UTC
M3ujv8xdK2w,2020-09-17 10:24:35 UTC
Hs1VaQRMfNo,2020-09-17 10:04:48 UTC
sRMMwpDTs5k,2020-09-17 08:11:06 UTC
WmXuQxECqrs,2020-09-16 23:08:28 UTC
TAcnwuNJbCQ,2020-09-16 22:13:17 UTC
XohPdHAW89k,2020-09-16 22:12:20 UTC
79IghS6mlac,2020-09-15 21:28:20 UTC
_cAO2iG5PzU,2020-09-14 18:19:31 UTC
wbaSQsEMdTA,2020-09-14 14:46:59 UTC
nkloibvutAM,2020-09-13 16:58:50 UTC
81-_0Jimo6I,2020-09-13 09:03:30 UTC
81WNwORAbbs,2020-09-13 00:14:31 UTC
q5TxEix6mdU,2020-09-12 23:33:58 UTC
dbu9dwv8Euk,2020-09-12 21:10:13 UTC
084ndDTxTps,2020-09-12 20:51:05 UTC
9525aezikFM,2020-09-12 20:40:20 UTC
ZBhPcesXQP4,2020-09-12 15:20:23 UTC
XoqCxq8m0Rs,2020-09-12 15:16:34 UTC
CdTIQ6BVlvw,2020-09-12 15:08:13 UTC
a_d2njUvrRE,2020-09-11 20:50:21 UTC
rUL04sHIVhI,2020-09-11 17:07:52 UTC
q78mVOVL6i8,2020-09-11 09:26:01 UTC
cXBCN7sZSZo,2020-09-10 11:04:40 UTC
H5YpAD7BM3U,2020-09-09 23:14:30 UTC
SwX4b8ohI5o,2020-09-09 12:50:05 UTC
19Q60VzR84o,2020-09-08 09:46:54 UTC
jB0vBmiTr6o,2020-09-08 01:41:07 UTC
JZ6ZzJeWgpY,2020-09-08 01:40:17 UTC
9Fq13j4ygyw,2020-09-08 01:35:18 UTC
uD4izuDMUQA,2020-09-07 22:55:08 UTC
faV_bDshiP4,2020-09-07 22:33:28 UTC
MZuCYRORJiQ,2020-09-07 22:32:31 UTC
y6120QOlsfU,2020-09-07 00:42:59 UTC
dkjBUIavAS0,2020-09-06 10:02:15 UTC
2MISe09ArHw,2020-09-04 11:09:28 UTC
y7rMbcKBW-E,2020-09-03 13:12:09 UTC
Y9GLCXFd62o,2020-09-03 10:11:11 UTC
t0_yD0PnqJo,2020-09-03 10:07:42 UTC
zH4bUXojBUs,2020-09-03 09:39:26 UTC
vi6ndfTUw4M,2020-09-01 18:19:15 UTC
KX4ErpehAxg,2020-09-01 04:47:46 UTC
8r31DFrFs5A,2020-08-31 22:36:34 UTC
wEj7xYyj9n4,2020-08-31 21:35:43 UTC
hbe3CQamF8k,2020-08-31 21:27:12 UTC
0Ocxig6MGnA,2020-08-31 13:35:59 UTC
FwhP_B_EpM4,2020-08-31 12:42:17 UTC
RfCZm_rdfZM,2020-08-31 09:38:42 UTC
 -vN0dFno2CI,2020-08-31 07:06:37 UTC
qRrwjH26zHg,2020-08-31 07:04:44 UTC
k9oZpW9Gs0I,2020-08-31 07:03:16 UTC
CJFjm2GooSs,2020-08-31 06:58:09 UTC
yVIRcnlRKF8,2020-08-31 06:54:27 UTC
94TAFSMdkvk,2020-08-30 21:33:20 UTC
bwovoqb6TuQ,2020-08-30 20:02:51 UTC
pzuyOGrMZBM,2020-08-30 09:37:57 UTC
8ftDjebw8aA,2020-08-29 16:02:39 UTC
5gYoUm3wLHI,2020-08-27 16:31:04 UTC
ijLDJGfO5K8,2020-08-26 08:45:09 UTC
ctAVtexE_8s,2020-08-23 10:41:42 UTC
buWzWtXHimk,2020-08-23 08:43:41 UTC
cwdbLu_x0gY,2020-08-21 19:59:04 UTC
TdrL3QxjyVw,2020-08-21 07:52:38 UTC
eLAHSRmFFzE,2020-08-21 07:30:15 UTC
 -GY9DWIfpwc,2020-08-20 21:08:56 UTC
uRyRymflxtU,2020-08-20 20:59:23 UTC
wXUloVYbchg,2020-08-20 20:56:54 UTC
mCHUw7ACS8o,2020-08-20 20:55:02 UTC
UJWk_KNbDHo,2020-08-20 20:54:59 UTC
E_jWcIDqXq0,2020-08-20 14:36:09 UTC
32kYH6XZrIo,2020-08-20 14:35:14 UTC
sYOlBsls-C0,2020-08-20 14:33:01 UTC
HbpOAvfllJc,2020-08-20 14:31:52 UTC
v4pi1LxuDHc,2020-08-19 22:19:00 UTC
bU5F-DvGLkA,2020-08-19 22:14:34 UTC
X-AjhXhk19U,2020-08-19 22:05:57 UTC
VAI5GSyXMjA,2020-08-19 22:00:39 UTC
lVyoK6WgRNU,2020-08-19 22:00:28 UTC
5-cGdco7VFg,2020-08-19 21:57:55 UTC
P7fadWbsSb4,2020-08-19 13:46:02 UTC
eEQIukFNoUw,2020-08-19 13:45:41 UTC
jAwCP8pDYdY,2020-08-17 13:36:08 UTC
uPohUx5uMIQ,2020-08-15 23:52:22 UTC
pmQNvBpJb5E,2020-08-15 07:08:32 UTC
RZYqk6me9DE,2020-08-14 19:33:16 UTC
q6AqWDbqp44,2020-08-14 08:16:48 UTC
Vht9iCw8ApE,2020-08-11 14:15:53 UTC
hXNKVDW-hSc,2020-08-08 17:15:15 UTC
jIrWPebRylk,2020-08-08 08:08:49 UTC
Orpom49gT14,2020-08-07 20:24:26 UTC
X2MQWgNYqgM,2020-08-07 10:03:55 UTC
noCcRONtRJ0,2020-08-04 13:39:11 UTC
iHSLCsmEUBA,2020-08-03 08:28:02 UTC
jMnKK6GwhqM,2020-08-03 08:21:34 UTC
7i_wJjuRBcg,2020-08-01 17:14:33 UTC
3bAt0ZOAIS0,2020-07-31 16:17:22 UTC
7aXPpTbatIM,2020-07-30 21:54:54 UTC
ycCgDW1Pq_8,2020-07-30 14:54:32 UTC
OT0z-6Gj-R8,2020-07-30 12:43:53 UTC
gPplPAB0-wA,2020-07-30 07:01:35 UTC
4RmPD-v7wXg,2020-07-29 10:58:09 UTC
6tw9eJyAb-w,2020-07-29 08:57:25 UTC
jRM_dPM2t4Q,2020-07-28 00:14:10 UTC
o5VYjXVQ6nI,2020-07-27 18:49:39 UTC
YltbWY-gs_U,2020-07-27 10:04:30 UTC
ya97r6WXVbY,2020-07-26 18:35:50 UTC
gJpa9HU32AQ,2020-07-25 11:02:48 UTC
mO4rYNvr7FE,2020-07-24 20:39:57 UTC
1bF-jXt937Q,2020-07-23 18:21:55 UTC
R96rw9vEtiQ,2020-07-23 09:16:43 UTC
2LbvDqiuNDA,2020-07-23 08:58:29 UTC
PC_SocpPjQU,2020-07-22 15:14:45 UTC
qm0IfG1GyZU,2020-07-22 09:15:22 UTC
b_LyuTI-05w,2020-07-22 08:54:15 UTC
Ks9JSHavyDM,2020-07-21 16:03:53 UTC
Z9NQatne0xg,2020-07-21 08:07:53 UTC
w5XGfKOEFJk,2020-07-20 19:02:12 UTC
4Ov3am-6chg,2020-07-20 09:26:03 UTC
Gzj723LkRJY,2020-07-19 22:10:34 UTC
9aQqY7omVsM,2020-07-19 22:05:43 UTC
9vmT5TgZOxo,2020-07-19 21:46:49 UTC
PWt27h_scaY,2020-07-19 00:01:53 UTC
kxwiYcfdnPI,2020-07-18 12:13:16 UTC
U70dj1BLTes,2020-07-17 23:59:21 UTC
edqsOK2kQTo,2020-07-17 08:51:01 UTC
f88UJyCA__M,2020-07-16 20:07:23 UTC
9p6PYYgqE1A,2020-07-16 14:49:52 UTC
IcUyMH5UrRU,2020-07-16 11:00:09 UTC
YNO_cRRoOT8,2020-07-16 10:30:25 UTC
Bj7q5VAf8-w,2020-07-15 22:00:11 UTC
3cmi4aJLOPA,2020-07-14 00:07:11 UTC
IgqoJ_9HnKs,2020-07-13 19:27:01 UTC
qyVxlI7z9hM,2020-07-12 12:31:27 UTC
vz2NHvGiffY,2020-07-12 10:13:28 UTC
IDTSOs5DC0c,2020-07-12 08:27:23 UTC
eMISYyzb4Z0,2020-07-11 08:14:28 UTC
R9fEhEWYeLU,2020-07-10 21:36:12 UTC
ZR9WVLAeQ-Y,2020-07-10 20:38:24 UTC
vuq2zboZa2U,2020-07-07 11:10:18 UTC
GWVjC8EMEOQ,2020-07-04 23:08:56 UTC
W0-kZIWBUPI,2020-07-04 18:09:59 UTC
OZuhsWV4irk,2020-07-04 16:41:03 UTC
AlQthjNnuSI,2020-07-04 12:06:40 UTC
LvGXer4NsEw,2020-07-03 20:25:23 UTC
vPW6t-r0xzM,2020-07-01 13:57:46 UTC
U5tVMtUoqQ8,2020-07-01 11:37:44 UTC
PkkIixS0iwg,2020-07-01 09:40:19 UTC
pDfxmDgH5Ew,2020-07-01 09:38:04 UTC
1tHba_OtfbI,2020-06-29 20:12:25 UTC
yMWITQ8Viqs,2020-06-29 19:36:51 UTC
8gbf4STEEBI,2020-06-28 20:01:01 UTC
z7pM9WNu7vw,2020-06-28 19:26:51 UTC
mXcFVlxe-jg,2020-06-27 22:43:11 UTC
ez8pcLjOCGE,2020-06-27 19:19:37 UTC
HbcH5jThDGI,2020-06-27 09:57:43 UTC
luwu6ygI5YI,2020-06-27 06:44:14 UTC
kH0XBJGejTs,2020-06-25 10:05:10 UTC
8jnFgqS5ZgM,2020-06-24 11:26:12 UTC
wzegGiB2tgI,2020-06-23 20:57:15 UTC
fEvIdp5Z9BU,2020-06-23 14:08:39 UTC
RaexwE0y35c,2020-06-22 00:30:16 UTC
DUqtt3r50FM,2020-06-21 13:05:56 UTC
jSy1Bnf3WIk,2020-06-20 15:29:50 UTC
OwSCxwKTbYA,2020-06-19 20:48:41 UTC
RZRNd6osQrk,2020-06-17 17:06:28 UTC
7eXuoJD0cTc,2020-06-17 17:01:32 UTC
ZkNMZlkrzaU,2020-06-16 22:39:43 UTC
VvGKwL3mnJs,2020-06-15 17:22:41 UTC
BNgsz3jKVnU,2020-06-12 15:26:06 UTC
M2LA6w2Niwk,2020-06-09 02:05:10 UTC
RHf3gUYU9cA,2020-06-05 11:35:39 UTC
dP1xVpMPn8M,2020-06-04 21:41:44 UTC
1UzTf0Qo37A,2020-05-17 20:18:14 UTC
NEYN0tOBfVw,2020-05-14 15:24:32 UTC
pcr8kBeA_kE,2020-05-14 10:39:40 UTC
tc4ROCJYbm0,2020-05-13 14:08:22 UTC
luIodR31LeI,2020-05-13 14:01:29 UTC
n9KjA471Y3k,2020-05-03 17:12:31 UTC
77vDRCU4hdI,2020-05-01 21:33:04 UTC
mQ-SZRQaRqg,2020-04-12 16:57:26 UTC
CIq13K26hSo,2020-04-12 16:56:29 UTC

